"year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode"
"2008","ALABAMA","AL","BULLOCK","01011","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","1391","5415","20250821","TOTAL"
"2008","ALABAMA","AL","BULLOCK","01011","US PRESIDENT","OTHER","OTHER","13","5415","20250821","TOTAL"
"2008","ALABAMA","AL","BUTLER","01013","US PRESIDENT","BARACK OBAMA","DEMOCRAT","4188","9709","20250821","TOTAL"
"2008","ALABAMA","AL","BUTLER","01013","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","5485","9709","20250821","TOTAL"
"2008","ALABAMA","AL","BUTLER","01013","US PRESIDENT","OTHER","OTHER","36","9709","20250821","TOTAL"
"2008","ALABAMA","AL","CALHOUN","01015","US PRESIDENT","BARACK OBAMA","DEMOCRAT","16334","49242","20250821","TOTAL"
"2008","ALABAMA","AL","CALHOUN","01015","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","32348","49242","20250821","TOTAL"
"2008","ALABAMA","AL","CALHOUN","01015","US PRESIDENT","OTHER","OTHER","560","49242","20250821","TOTAL"
"2008","ALABAMA","AL","CHAMBERS","01017","US PRESIDENT","BARACK OBAMA","DEMOCRAT","6799","14956","20250821","TOTAL"
"2008","ALABAMA","AL","CHAMBERS","01017","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","8067","14956","20250821","TOTAL"
"2008","ALABAMA","AL","CHAMBERS","01017","US PRESIDENT","OTHER","OTHER","90","14956","20250821","TOTAL"
"2008","ALABAMA","AL","CHEROKEE","01019","US PRESIDENT","BARACK OBAMA","DEMOCRAT","2306","9745","20250821","TOTAL"
"2008","ALABAMA","AL","CHEROKEE","01019","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","7298","9745","20250821","TOTAL"
"2008","ALABAMA","AL","CHEROKEE","01019","US PRESIDENT","OTHER","OTHER","141","9745","20250821","TOTAL"
"2008","ALABAMA","AL","CHILTON","01021","US PRESIDENT","BARACK OBAMA","DEMOCRAT","3674","17785","20250821","TOTAL"
"2008","ALABAMA","AL","CHILTON","01021","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","13960","17785","20250821","TOTAL"
"2008","ALABAMA","AL","CHILTON","01021","US PRESIDENT","OTHER","OTHER","151","17785","20250821","TOTAL"
"2008","ALABAMA","AL","CHOCTAW","01023","US PRESIDENT","BARACK OBAMA","DEMOCRAT","3636","7894","20250821","TOTAL"
"2008","ALABAMA","AL","CHOCTAW","01023","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","4223","7894","20250821","TOTAL"
"2008","ALABAMA","AL","CHOCTAW","01023","US PRESIDENT","OTHER","OTHER","35","7894","20250821","TOTAL"
"2008","ALABAMA","AL","CLARKE","01025","US PRESIDENT","BARACK OBAMA","DEMOCRAT","5914","13435","20250821","TOTAL"
"2008","ALABAMA","AL","CLARKE","01025","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","7466","13435","20250821","TOTAL"
"2008","ALABAMA","AL","CLARKE","01025","US PRESIDENT","OTHER","OTHER","55","13435","20250821","TOTAL"
"2008","ALABAMA","AL","CLAY","01027","US PRESIDENT","BARACK OBAMA","DEMOCRAT","1760","6819","20250821","TOTAL"
"2008","ALABAMA","AL","CLAY","01027","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","4984","6819","20250821","TOTAL"
"2008","ALABAMA","AL","CLAY","01027","US PRESIDENT","OTHER","OTHER","75","6819","20250821","TOTAL"
"2008","ALABAMA","AL","CLEBURNE","01029","US PRESIDENT","BARACK OBAMA","DEMOCRAT","1168","6492","20250821","TOTAL"
"2008","ALABAMA","AL","CLEBURNE","01029","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","5216","6492","20250821","TOTAL"
"2008","ALABAMA","AL","CLEBURNE","01029","US PRESIDENT","OTHER","OTHER","108","6492","20250821","TOTAL"
"2008","ALABAMA","AL","COFFEE","01031","US PRESIDENT","BARACK OBAMA","DEMOCRAT","5079","20128","20250821","TOTAL"
"2008","ALABAMA","AL","COFFEE","01031","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","14919","20128","20250821","TOTAL"
"2008","ALABAMA","AL","COFFEE","01031","US PRESIDENT","OTHER","OTHER","130","20128","20250821","TOTAL"
"2008","ALABAMA","AL","COLBERT","01033","US PRESIDENT","BARACK OBAMA","DEMOCRAT","9703","24843","20250821","TOTAL"
"2008","ALABAMA","AL","COLBERT","01033","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","14739","24843","20250821","TOTAL"
"2008","ALABAMA","AL","COLBERT","01033","US PRESIDENT","OTHER","OTHER","401","24843","20250821","TOTAL"
"2008","ALABAMA","AL","CONECUH","01035","US PRESIDENT","BARACK OBAMA","DEMOCRAT","3429","6943","20250821","TOTAL"
"2008","ALABAMA","AL","CONECUH","01035","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","3470","6943","20250821","TOTAL"
"2008","ALABAMA","AL","CONECUH","01035","US PRESIDENT","OTHER","OTHER","44","6943","20250821","TOTAL"
"2008","ALABAMA","AL","COOSA","01037","US PRESIDENT","BARACK OBAMA","DEMOCRAT","2273","5563","20250821","TOTAL"
"2008","ALABAMA","AL","COOSA","01037","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","3248","5563","20250821","TOTAL"
"2008","ALABAMA","AL","COOSA","01037","US PRESIDENT","OTHER","OTHER","42","5563","20250821","TOTAL"
"2008","ALABAMA","AL","COVINGTON","01039","US PRESIDENT","BARACK OBAMA","DEMOCRAT","3240","15787","20250821","TOTAL"
"2008","ALABAMA","AL","COVINGTON","01039","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","12444","15787","20250821","TOTAL"
"2008","ALABAMA","AL","COVINGTON","01039","US PRESIDENT","OTHER","OTHER","103","15787","20250821","TOTAL"
"2008","ALABAMA","AL","CRENSHAW","01041","US PRESIDENT","BARACK OBAMA","DEMOCRAT","1938","6291","20250821","TOTAL"
"2008","ALABAMA","AL","CRENSHAW","01041","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","4319","6291","20250821","TOTAL"
"2008","ALABAMA","AL","CRENSHAW","01041","US PRESIDENT","OTHER","OTHER","34","6291","20250821","TOTAL"
"2008","ALABAMA","AL","CULLMAN","01043","US PRESIDENT","BARACK OBAMA","DEMOCRAT","5864","35305","20250821","TOTAL"
"2008","ALABAMA","AL","CULLMAN","01043","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","28896","35305","20250821","TOTAL"
"2008","ALABAMA","AL","CULLMAN","01043","US PRESIDENT","OTHER","OTHER","545","35305","20250821","TOTAL"
"2008","ALABAMA","AL","DALE","01045","US PRESIDENT","BARACK OBAMA","DEMOCRAT","5270","19320","20250821","TOTAL"
"2008","ALABAMA","AL","DALE","01045","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","13886","19320","20250821","TOTAL"
"2008","ALABAMA","AL","DALE","01045","US PRESIDENT","OTHER","OTHER","164","19320","20250821","TOTAL"
"2008","ALABAMA","AL","DALLAS","01047","US PRESIDENT","BARACK OBAMA","DEMOCRAT","13986","20852","20250821","TOTAL"
"2008","ALABAMA","AL","DALLAS","01047","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","6798","20852","20250821","TOTAL"
"2008","ALABAMA","AL","DALLAS","01047","US PRESIDENT","OTHER","OTHER","68","20852","20250821","TOTAL"
"2008","ALABAMA","AL","DEKALB","01049","US PRESIDENT","BARACK OBAMA","DEMOCRAT","5658","24015","20250821","TOTAL"
"2008","ALABAMA","AL","DEKALB","01049","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","17957","24015","20250821","TOTAL"
"2008","ALABAMA","AL","DEKALB","01049","US PRESIDENT","OTHER","OTHER","400","24015","20250821","TOTAL"
"2008","ALABAMA","AL","ELMORE","01051","US PRESIDENT","BARACK OBAMA","DEMOCRAT","8301","34315","20250821","TOTAL"
"2008","ALABAMA","AL","ELMORE","01051","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","25777","34315","20250821","TOTAL"
"2008","ALABAMA","AL","ELMORE","01051","US PRESIDENT","OTHER","OTHER","237","34315","20250821","TOTAL"
"2008","ALABAMA","AL","ESCAMBIA","01053","US PRESIDENT","BARACK OBAMA","DEMOCRAT","5188","14674","20250821","TOTAL"
"2008","ALABAMA","AL","ESCAMBIA","01053","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","9375","14674","20250821","TOTAL"
"2008","ALABAMA","AL","ESCAMBIA","01053","US PRESIDENT","OTHER","OTHER","111","14674","20250821","TOTAL"
"2008","ALABAMA","AL","ETOWAH","01055","US PRESIDENT","BARACK OBAMA","DEMOCRAT","13497","44737","20250821","TOTAL"
"2008","ALABAMA","AL","ETOWAH","01055","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","30595","44737","20250821","TOTAL"
"2008","ALABAMA","AL","ETOWAH","01055","US PRESIDENT","OTHER","OTHER","645","44737","20250821","TOTAL"
"2008","ALABAMA","AL","FAYETTE","01057","US PRESIDENT","BARACK OBAMA","DEMOCRAT","1994","7957","20250821","TOTAL"
"2008","ALABAMA","AL","FAYETTE","01057","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","5883","7957","20250821","TOTAL"
"2008","ALABAMA","AL","FAYETTE","01057","US PRESIDENT","OTHER","OTHER","80","7957","20250821","TOTAL"
"2008","ALABAMA","AL","FRANKLIN","01059","US PRESIDENT","BARACK OBAMA","DEMOCRAT","3469","11693","20250821","TOTAL"
"2008","ALABAMA","AL","FRANKLIN","01059","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","8048","11693","20250821","TOTAL"
"2008","ALABAMA","AL","FRANKLIN","01059","US PRESIDENT","OTHER","OTHER","176","11693","20250821","TOTAL"
"2008","ALABAMA","AL","GENEVA","01061","US PRESIDENT","BARACK OBAMA","DEMOCRAT","2134","11657","20250821","TOTAL"
"2008","ALABAMA","AL","GENEVA","01061","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","9417","11657","20250821","TOTAL"
"2008","ALABAMA","AL","GENEVA","01061","US PRESIDENT","OTHER","OTHER","106","11657","20250821","TOTAL"
"2008","ALABAMA","AL","GREENE","01063","US PRESIDENT","BARACK OBAMA","DEMOCRAT","4408","5305","20250821","TOTAL"
"2008","ALABAMA","AL","GREENE","01063","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","876","5305","20250821","TOTAL"
"2008","ALABAMA","AL","GREENE","01063","US PRESIDENT","OTHER","OTHER","21","5305","20250821","TOTAL"
"2008","ALABAMA","AL","HALE","01065","US PRESIDENT","BARACK OBAMA","DEMOCRAT","4982","8214","20250821","TOTAL"
"2008","ALABAMA","AL","HALE","01065","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","3200","8214","20250821","TOTAL"
"2008","ALABAMA","AL","HALE","01065","US PRESIDENT","OTHER","OTHER","32","8214","20250821","TOTAL"
"2008","ALABAMA","AL","HENRY","01067","US PRESIDENT","BARACK OBAMA","DEMOCRAT","3018","8648","20250821","TOTAL"
"2008","ALABAMA","AL","HENRY","01067","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","5585","8648","20250821","TOTAL"
"2008","ALABAMA","AL","HENRY","01067","US PRESIDENT","OTHER","OTHER","45","8648","20250821","TOTAL"
"2008","ALABAMA","AL","HOUSTON","01069","US PRESIDENT","BARACK OBAMA","DEMOCRAT","12225","41735","20250821","TOTAL"
"2008","ALABAMA","AL","HOUSTON","01069","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","29254","41735","20250821","TOTAL"
"2008","ALABAMA","AL","HOUSTON","01069","US PRESIDENT","OTHER","OTHER","256","41735","20250821","TOTAL"
"2008","ALABAMA","AL","JACKSON","01071","US PRESIDENT","BARACK OBAMA","DEMOCRAT","6374","20874","20250821","TOTAL"
"2008","ALABAMA","AL","JACKSON","01071","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","14083","20874","20250821","TOTAL"
"2008","ALABAMA","AL","JACKSON","01071","US PRESIDENT","OTHER","OTHER","417","20874","20250821","TOTAL"
"2008","ALABAMA","AL","JEFFERSON","01073","US PRESIDENT","BARACK OBAMA","DEMOCRAT","166121","318524","20250821","TOTAL"
"2008","ALABAMA","AL","JEFFERSON","01073","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","149921","318524","20250821","TOTAL"
"2008","ALABAMA","AL","JEFFERSON","01073","US PRESIDENT","OTHER","OTHER","2482","318524","20250821","TOTAL"
"2008","ALABAMA","AL","LAMAR","01075","US PRESIDENT","BARACK OBAMA","DEMOCRAT","1614","7075","20250821","TOTAL"
"2008","ALABAMA","AL","LAMAR","01075","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","5419","7075","20250821","TOTAL"
"2008","ALABAMA","AL","LAMAR","01075","US PRESIDENT","OTHER","OTHER","42","7075","20250821","TOTAL"
"2008","ALABAMA","AL","LAUDERDALE","01077","US PRESIDENT","BARACK OBAMA","DEMOCRAT","13329","38104","20250821","TOTAL"
"2008","ALABAMA","AL","LAUDERDALE","01077","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","24068","38104","20250821","TOTAL"
"2008","ALABAMA","AL","LAUDERDALE","01077","US PRESIDENT","OTHER","OTHER","707","38104","20250821","TOTAL"
"2008","ALABAMA","AL","LAWRENCE","01079","US PRESIDENT","BARACK OBAMA","DEMOCRAT","5164","14680","20250821","TOTAL"
"2008","ALABAMA","AL","LAWRENCE","01079","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","9277","14680","20250821","TOTAL"
"2008","ALABAMA","AL","LAWRENCE","01079","US PRESIDENT","OTHER","OTHER","239","14680","20250821","TOTAL"
"2008","ALABAMA","AL","LEE","01081","US PRESIDENT","BARACK OBAMA","DEMOCRAT","21498","54325","20250821","TOTAL"
"2008","ALABAMA","AL","LEE","01081","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","32230","54325","20250821","TOTAL"
"2008","ALABAMA","AL","LEE","01081","US PRESIDENT","OTHER","OTHER","597","54325","20250821","TOTAL"
"2008","ALABAMA","AL","LIMESTONE","01083","US PRESIDENT","BARACK OBAMA","DEMOCRAT","9536","33551","20250821","TOTAL"
"2008","ALABAMA","AL","LIMESTONE","01083","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","23598","33551","20250821","TOTAL"
"2008","ALABAMA","AL","LIMESTONE","01083","US PRESIDENT","OTHER","OTHER","417","33551","20250821","TOTAL"
"2008","ALABAMA","AL","LOWNDES","01085","US PRESIDENT","BARACK OBAMA","DEMOCRAT","5449","7278","20250821","TOTAL"
"2008","ALABAMA","AL","LOWNDES","01085","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","1809","7278","20250821","TOTAL"
"2008","ALABAMA","AL","LOWNDES","01085","US PRESIDENT","OTHER","OTHER","20","7278","20250821","TOTAL"
"2008","ALABAMA","AL","MACON","01087","US PRESIDENT","BARACK OBAMA","DEMOCRAT","9450","10877","20250821","TOTAL"
"2008","ALABAMA","AL","MACON","01087","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","1396","10877","20250821","TOTAL"
"2008","ALABAMA","AL","MACON","01087","US PRESIDENT","OTHER","OTHER","31","10877","20250821","TOTAL"
"2008","ALABAMA","AL","MADISON","01089","US PRESIDENT","BARACK OBAMA","DEMOCRAT","64117","152899","20250821","TOTAL"
"2008","ALABAMA","AL","MADISON","01089","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","86965","152899","20250821","TOTAL"
"2008","ALABAMA","AL","MADISON","01089","US PRESIDENT","OTHER","OTHER","1817","152899","20250821","TOTAL"
"2008","ALABAMA","AL","MARENGO","01091","US PRESIDENT","BARACK OBAMA","DEMOCRAT","5926","11471","20250821","TOTAL"
"2008","ALABAMA","AL","MARENGO","01091","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","5516","11471","20250821","TOTAL"
"2008","ALABAMA","AL","MARENGO","01091","US PRESIDENT","OTHER","OTHER","29","11471","20250821","TOTAL"
"2008","ALABAMA","AL","MARION","01093","US PRESIDENT","BARACK OBAMA","DEMOCRAT","2600","12355","20250821","TOTAL"
"2008","ALABAMA","AL","MARION","01093","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","9536","12355","20250821","TOTAL"
"2008","ALABAMA","AL","MARION","01093","US PRESIDENT","OTHER","OTHER","219","12355","20250821","TOTAL"
"2008","ALABAMA","AL","MARSHALL","01095","US PRESIDENT","BARACK OBAMA","DEMOCRAT","7038","33166","20250821","TOTAL"
"2008","ALABAMA","AL","MARSHALL","01095","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","25727","33166","20250821","TOTAL"
"2008","ALABAMA","AL","MARSHALL","01095","US PRESIDENT","OTHER","OTHER","401","33166","20250821","TOTAL"
"2008","ALABAMA","AL","MOBILE","01097","US PRESIDENT","BARACK OBAMA","DEMOCRAT","82181","181424","20250821","TOTAL"
"2008","ALABAMA","AL","MOBILE","01097","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","98049","181424","20250821","TOTAL"
"2008","ALABAMA","AL","MOBILE","01097","US PRESIDENT","OTHER","OTHER","1194","181424","20250821","TOTAL"
"2008","ALABAMA","AL","MONROE","01099","US PRESIDENT","BARACK OBAMA","DEMOCRAT","5025","11252","20250821","TOTAL"
"2008","ALABAMA","AL","MONROE","01099","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","6175","11252","20250821","TOTAL"
"2008","ALABAMA","AL","MONROE","01099","US PRESIDENT","OTHER","OTHER","52","11252","20250821","TOTAL"
"2008","ALABAMA","AL","MONTGOMERY","01101","US PRESIDENT","BARACK OBAMA","DEMOCRAT","62166","104743","20250821","TOTAL"
"2008","ALABAMA","AL","MONTGOMERY","01101","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","42031","104743","20250821","TOTAL"
"2008","ALABAMA","AL","MONTGOMERY","01101","US PRESIDENT","OTHER","OTHER","546","104743","20250821","TOTAL"
"2008","ALABAMA","AL","MORGAN","01103","US PRESIDENT","BARACK OBAMA","DEMOCRAT","13895","50542","20250821","TOTAL"
"2008","ALABAMA","AL","MORGAN","01103","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","36014","50542","20250821","TOTAL"
"2008","ALABAMA","AL","MORGAN","01103","US PRESIDENT","OTHER","OTHER","633","50542","20250821","TOTAL"
"2008","ALABAMA","AL","PERRY","01105","US PRESIDENT","BARACK OBAMA","DEMOCRAT","4457","6159","20250821","TOTAL"
"2008","ALABAMA","AL","PERRY","01105","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","1679","6159","20250821","TOTAL"
"2008","ALABAMA","AL","PERRY","01105","US PRESIDENT","OTHER","OTHER","23","6159","20250821","TOTAL"
"2008","ALABAMA","AL","PICKENS","01107","US PRESIDENT","BARACK OBAMA","DEMOCRAT","4594","10067","20250821","TOTAL"
"2008","ALABAMA","AL","PICKENS","01107","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","5434","10067","20250821","TOTAL"
"2008","ALABAMA","AL","PICKENS","01107","US PRESIDENT","OTHER","OTHER","39","10067","20250821","TOTAL"
"2008","ALABAMA","AL","PIKE","01109","US PRESIDENT","BARACK OBAMA","DEMOCRAT","5879","13955","20250821","TOTAL"
"2008","ALABAMA","AL","PIKE","01109","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","8004","13955","20250821","TOTAL"
"2008","ALABAMA","AL","PIKE","01109","US PRESIDENT","OTHER","OTHER","72","13955","20250821","TOTAL"
"2008","ALABAMA","AL","RANDOLPH","01111","US PRESIDENT","BARACK OBAMA","DEMOCRAT","3064","10384","20250821","TOTAL"
"2008","ALABAMA","AL","RANDOLPH","01111","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","7175","10384","20250821","TOTAL"
"2008","ALABAMA","AL","RANDOLPH","01111","US PRESIDENT","OTHER","OTHER","145","10384","20250821","TOTAL"
"2008","ALABAMA","AL","RUSSELL","01113","US PRESIDENT","BARACK OBAMA","DEMOCRAT","10085","18915","20250821","TOTAL"
"2008","ALABAMA","AL","RUSSELL","01113","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","8705","18915","20250821","TOTAL"
"2008","ALABAMA","AL","RUSSELL","01113","US PRESIDENT","OTHER","OTHER","125","18915","20250821","TOTAL"
"2008","ALABAMA","AL","SHELBY","01117","US PRESIDENT","BARACK OBAMA","DEMOCRAT","20625","90643","20250821","TOTAL"
"2008","ALABAMA","AL","SHELBY","01117","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","69060","90643","20250821","TOTAL"
"2008","ALABAMA","AL","SHELBY","01117","US PRESIDENT","OTHER","OTHER","958","90643","20250821","TOTAL"
"2008","ALABAMA","AL","ST. CLAIR","01115","US PRESIDENT","BARACK OBAMA","DEMOCRAT","6091","34088","20250821","TOTAL"
"2008","ALABAMA","AL","ST. CLAIR","01115","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","27649","34088","20250821","TOTAL"
"2008","ALABAMA","AL","ST. CLAIR","01115","US PRESIDENT","OTHER","OTHER","348","34088","20250821","TOTAL"
"2008","ALABAMA","AL","SUMTER","01119","US PRESIDENT","BARACK OBAMA","DEMOCRAT","5264","7020","20250821","TOTAL"
"2008","ALABAMA","AL","SUMTER","01119","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","1731","7020","20250821","TOTAL"
"2008","ALABAMA","AL","SUMTER","01119","US PRESIDENT","OTHER","OTHER","25","7020","20250821","TOTAL"
"2008","ALABAMA","AL","TALLADEGA","01121","US PRESIDENT","BARACK OBAMA","DEMOCRAT","13779","34204","20250821","TOTAL"
"2008","ALABAMA","AL","TALLADEGA","01121","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","20112","34204","20250821","TOTAL"
"2008","ALABAMA","AL","TALLADEGA","01121","US PRESIDENT","OTHER","OTHER","313","34204","20250821","TOTAL"
"2008","ALABAMA","AL","TALLAPOOSA","01123","US PRESIDENT","BARACK OBAMA","DEMOCRAT","6063","19311","20250821","TOTAL"
"2008","ALABAMA","AL","TALLAPOOSA","01123","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","13116","19311","20250821","TOTAL"
"2008","ALABAMA","AL","TALLAPOOSA","01123","US PRESIDENT","OTHER","OTHER","132","19311","20250821","TOTAL"
"2008","ALABAMA","AL","TUSCALOOSA","01125","US PRESIDENT","BARACK OBAMA","DEMOCRAT","32796","78912","20250821","TOTAL"
"2008","ALABAMA","AL","TUSCALOOSA","01125","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","45405","78912","20250821","TOTAL"
"2008","ALABAMA","AL","TUSCALOOSA","01125","US PRESIDENT","OTHER","OTHER","711","78912","20250821","TOTAL"
"2008","ALABAMA","AL","WALKER","01127","US PRESIDENT","BARACK OBAMA","DEMOCRAT","7420","28652","20250821","TOTAL"
"2008","ALABAMA","AL","WALKER","01127","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","20722","28652","20250821","TOTAL"
"2008","ALABAMA","AL","WALKER","01127","US PRESIDENT","OTHER","OTHER","510","28652","20250821","TOTAL"
"2008","ALABAMA","AL","WASHINGTON","01129","US PRESIDENT","BARACK OBAMA","DEMOCRAT","3067","8775","20250821","TOTAL"
"2008","ALABAMA","AL","WASHINGTON","01129","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","5654","8775","20250821","TOTAL"
"2008","ALABAMA","AL","WASHINGTON","01129","US PRESIDENT","OTHER","OTHER","54","8775","20250821","TOTAL"
"2008","ALABAMA","AL","WILCOX","01131","US PRESIDENT","BARACK OBAMA","DEMOCRAT","4612","6494","20250821","TOTAL"
"2008","ALABAMA","AL","WILCOX","01131","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","1868","6494","20250821","TOTAL"
"2008","ALABAMA","AL","WILCOX","01131","US PRESIDENT","OTHER","OTHER","14","6494","20250821","TOTAL"
"2008","ALABAMA","AL","WINSTON","01133","US PRESIDENT","BARACK OBAMA","DEMOCRAT","1757","10031","20250821","TOTAL"
"2008","ALABAMA","AL","WINSTON","01133","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","8103","10031","20250821","TOTAL"
"2008","ALABAMA","AL","WINSTON","01133","US PRESIDENT","OTHER","OTHER","171","10031","20250821","TOTAL"
"2008","ALASKA","AK","DISTRICT 1","02001","US PRESIDENT","BARACK OBAMA","DEMOCRAT","2597","6970","20250821","TOTAL"
"2008","ALASKA","AK","DISTRICT 1","02001","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","4149","6970","20250821","TOTAL"
"2008","ALASKA","AK","DISTRICT 1","02001","US PRESIDENT","OTHER","OTHER","224","6970","20250821","TOTAL"
"2008","ALASKA","AK","DISTRICT 10","02010","US PRESIDENT","BARACK OBAMA","DEMOCRAT","2074","5615","20250821","TOTAL"
"2008","ALASKA","AK","DISTRICT 10","02010","US PRESIDENT","JOHN MCCAIN","REPUBLICAN","3392","5615","20250821","TOTAL"
"2008","ALASKA","AK","DISTRICT 10","02010","US PRESIDENT","OTHER","OTHER","149","5615","20250821","TOTAL"
